stat,_id,reading,ts,user
footprint.my_carbon.no_air,5485778588f6632a72ceb031,0.0,1418033029.05,51a817ff-8e52-390b-b0e1-61be00ea8dce
footprint.optimal,5485778588f6632a72ceb032,0.0,1418033029.05,51a817ff-8e52-390b-b0e1-61be00ea8dce
footprint.optimal.no_air,5485778588f6632a72ceb033,0.0,1418033029.05,51a817ff-8e52-390b-b0e1-61be00ea8dce
footprint.alldrive,5485778588f6632a72ceb034,0.0,1418033029.05,51a817ff-8e52-390b-b0e1-61be00ea8dce
footprint.mean,5485778588f6632a72ceb035,8.369154359,1418033029.05,51a817ff-8e52-390b-b0e1-61be00ea8dce
footprint.mean.no_air,5485778588f6632a72ceb036,8.369154359,1418033029.05,51a817ff-8e52-390b-b0e1-61be00ea8dce
footprint.my_carbon,5485778c88f6632a72ceb037,0.0,1418033036.11,ad4b5908-2a1d-3c16-916e-db945daf5539
footprint.my_carbon.no_air,5485778c88f6632a72ceb038,0.0,1418033036.11,ad4b5908-2a1d-3c16-916e-db945daf5539
footprint.optimal,5485778c88f6632a72ceb039,0.0,1418033036.11,ad4b5908-2a1d-3c16-916e-db945daf5539
footprint.optimal.no_air,5485778c88f6632a72ceb03a,0.0,1418033036.11,ad4b5908-2a1d-3c16-916e-db945daf5539
footprint.alldrive,5485778c88f6632a72ceb03b,0.0,1418033036.11,ad4b5908-2a1d-3c16-916e-db945daf5539
footprint.mean,5485778c88f6632a72ceb03c,8.369154359,1418033036.11,ad4b5908-2a1d-3c16-916e-db945daf5539
footprint.mean.no_air,5485778c88f6632a72ceb03d,8.369154359,1418033036.11,ad4b5908-2a1d-3c16-916e-db945daf5539
game.score.pct_classified,5485779388f6632a72ceb03e,0,1418033043.37,57604514-30d2-3da4-a606-8cdfcc38e434
game.score.mine_minus_optimal,5485779388f6632a72ceb03f,0,1418033043.38,57604514-30d2-3da4-a606-8cdfcc38e434
game.score.all_drive_minus_mine,5485779388f6632a72ceb040,0,1418033043.38,57604514-30d2-3da4-a606-8cdfcc38e434
game.score.sb375_daily_goal,5485779388f6632a72ceb041,1.0,1418033043.38,57604514-30d2-3da4-a606-8cdfcc38e434
game.score,5485779388f6632a72ceb042,70.0,1418033043.38,57604514-30d2-3da4-a606-8cdfcc38e434
game.score.pct_classified,5485779a88f6632a72ceb043,0.555555555556,1418033050.84,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
game.score.mine_minus_optimal,5485779a88f6632a72ceb044,0,1418033050.84,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
game.score.all_drive_minus_mine,5485779a88f6632a72ceb045,1.0,1418033050.85,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
game.score.sb375_daily_goal,5485779a88f6632a72ceb046,1.0,1418033050.85,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
game.score,5485779a88f6632a72ceb047,204.186427711,1418033050.85,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
footprint.my_carbon,548577a188f6632a72ceb048,0.0,1418033057.94,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
footprint.my_carbon.no_air,548577a188f6632a72ceb049,0.0,1418033057.94,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
footprint.optimal,548577a188f6632a72ceb04a,0.0,1418033057.94,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
footprint.optimal.no_air,548577a188f6632a72ceb04b,0.0,1418033057.94,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
footprint.alldrive,548577a188f6632a72ceb04c,5.07829459291,1418033057.94,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
footprint.mean,548577a188f6632a72ceb04d,8.369154359,1418033057.94,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
footprint.mean.no_air,548577a188f6632a72ceb04e,8.369154359,1418033057.94,c4bc7428-df7a-30f5-82cc-bb3b0eb240f8
game.score.pct_classified,548577a988f6632a72ceb04f,1.0,1418033065.2,321f2ee9-067e-3276-96a6-8c427f06c5a4
game.score.mine_minus_optimal,548577a988f6632a72ceb050,3.20794742164,1418033065.2,321f2ee9-067e-3276-96a6-8c427f06c5a4
game.score.all_drive_minus_mine,548577a988f6632a72ceb051,0.275021523892,1418033065.2,321f2ee9-067e-3276-96a6-8c427f06c5a4
game.score.sb375_daily_goal,548577a988f6632a72ceb052,0.594078135584,1418033065.2,321f2ee9-067e-3276-96a6-8c427f06c5a4
game.score,548577a988f6632a72ceb053,89.7374600135,1418033065.21,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.my_carbon,548577b088f6632a72ceb054,3.70711000622,1418033072.28,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.my_carbon.no_air,548577b088f6632a72ceb055,3.70711000622,1418033072.28,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.optimal,548577b088f6632a72ceb056,0.871627097576,1418033072.28,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.optimal.no_air,548577b088f6632a72ceb057,0.871627097576,1418033072.28,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.alldrive,548577b088f6632a72ceb058,6.92719328776,1418033072.28,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.mean,548577b088f6632a72ceb059,8.369154359,1418033072.28,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.mean.no_air,548577b088f6632a72ceb05a,8.369154359,1418033072.28,321f2ee9-067e-3276-96a6-8c427f06c5a4
footprint.my_carbon,548577b788f6632a72ceb05b,17.7196059664,1418033079.37,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
footprint.my_carbon.no_air,548577b788f6632a72ceb05c,17.7196059664,1418033079.37,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
footprint.optimal,548577b788f6632a72ceb05d,4.8772007458,1418033079.37,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
footprint.optimal.no_air,548577b788f6632a72ceb05e,4.8772007458,1418033079.37,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
footprint.alldrive,548577b788f6632a72ceb05f,22.113699192,1418033079.37,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
footprint.mean,548577b788f6632a72ceb060,8.369154359,1418033079.37,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
footprint.mean.no_air,548577b788f6632a72ceb061,8.369154359,1418033079.37,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
footprint.my_carbon,548577be88f6632a72ceb062,0.0,1418033086.47,632e1abe-2105-305c-8664-b324d55b011e
footprint.my_carbon.no_air,548577be88f6632a72ceb063,0.0,1418033086.47,632e1abe-2105-305c-8664-b324d55b011e
footprint.optimal,548577be88f6632a72ceb064,0.0,1418033086.47,632e1abe-2105-305c-8664-b324d55b011e
footprint.optimal.no_air,548577be88f6632a72ceb065,0.0,1418033086.47,632e1abe-2105-305c-8664-b324d55b011e
footprint.alldrive,548577be88f6632a72ceb066,2.12154257303,1418033086.47,632e1abe-2105-305c-8664-b324d55b011e
footprint.mean,548577be88f6632a72ceb067,8.369154359,1418033086.47,632e1abe-2105-305c-8664-b324d55b011e
footprint.mean.no_air,548577be88f6632a72ceb068,8.369154359,1418033086.47,632e1abe-2105-305c-8664-b324d55b011e
game.score.pct_classified,548577c588f6632a72ceb069,1.0,1418033093.73,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
game.score.mine_minus_optimal,548577c588f6632a72ceb06a,2.84273844903,1418033093.73,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
game.score.all_drive_minus_mine,548577c588f6632a72ceb06b,0.0428864071896,1418033093.73,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
game.score.sb375_daily_goal,548577c588f6632a72ceb06c,0.127236356534,1418033093.74,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
game.score,548577c588f6632a72ceb06d,328.304233965,1418033093.74,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.my_carbon,548577cc88f6632a72ceb06e,5.00503666874,1418033100.8,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.my_carbon.no_air,548577cc88f6632a72ceb06f,5.00503666874,1418033100.8,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.optimal,548577cc88f6632a72ceb070,1.30246612803,1418033100.8,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.optimal.no_air,548577cc88f6632a72ceb071,1.30246612803,1418033100.8,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.alldrive,548577cc88f6632a72ceb072,8.04282162834,1418033100.8,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.mean,548577cc88f6632a72ceb073,8.369154359,1418033100.8,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.mean.no_air,548577cc88f6632a72ceb074,8.369154359,1418033100.8,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
footprint.my_carbon,548577d388f6632a72ceb075,0.0,1418033107.87,13d078f5-885c-34d2-b853-d908ea604a09
footprint.my_carbon.no_air,548577d388f6632a72ceb076,0.0,1418033107.87,13d078f5-885c-34d2-b853-d908ea604a09
footprint.optimal,548577d388f6632a72ceb077,0.0,1418033107.87,13d078f5-885c-34d2-b853-d908ea604a09
footprint.optimal.no_air,548577d388f6632a72ceb078,0.0,1418033107.87,13d078f5-885c-34d2-b853-d908ea604a09
footprint.alldrive,548577d388f6632a72ceb079,0.0,1418033107.87,13d078f5-885c-34d2-b853-d908ea604a09
footprint.mean,548577d388f6632a72ceb07a,8.369154359,1418033107.87,13d078f5-885c-34d2-b853-d908ea604a09
footprint.mean.no_air,548577d388f6632a72ceb07b,8.369154359,1418033107.87,13d078f5-885c-34d2-b853-d908ea604a09
footprint.my_carbon,548577da88f6632a72ceb07c,4.26882908639,1418033114.93,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
footprint.my_carbon.no_air,548577da88f6632a72ceb07d,4.26882908639,1418033114.93,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
footprint.optimal,548577da88f6632a72ceb07e,1.31979117464,1418033114.93,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
footprint.optimal.no_air,548577da88f6632a72ceb07f,1.31979117464,1418033114.93,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
footprint.alldrive,548577da88f6632a72ceb080,6.50837911746,1418033114.93,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
footprint.mean,548577da88f6632a72ceb081,8.369154359,1418033114.93,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
footprint.mean.no_air,548577da88f6632a72ceb082,8.369154359,1418033114.93,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
footprint.my_carbon,548577e288f6632a72ceb083,0.0,1418033122.02,4f80c39c-ebe5-3abe-a919-140e6b51fd4c
footprint.my_carbon.no_air,548577e288f6632a72ceb084,0.0,1418033122.02,4f80c39c-ebe5-3abe-a919-140e6b51fd4c
footprint.optimal,548577e288f6632a72ceb085,0.0,1418033122.02,4f80c39c-ebe5-3abe-a919-140e6b51fd4c
footprint.optimal.no_air,548577e288f6632a72ceb086,0.0,1418033122.02,4f80c39c-ebe5-3abe-a919-140e6b51fd4c
footprint.alldrive,548577e288f6632a72ceb087,0.0,1418033122.02,4f80c39c-ebe5-3abe-a919-140e6b51fd4c
footprint.mean,548577e288f6632a72ceb088,8.369154359,1418033122.02,4f80c39c-ebe5-3abe-a919-140e6b51fd4c
footprint.mean.no_air,548577e288f6632a72ceb089,8.369154359,1418033122.02,4f80c39c-ebe5-3abe-a919-140e6b51fd4c
footprint.my_carbon,548577e988f6632a72ceb08a,13.0735518956,1418033129.09,9b7dc902-76c1-3682-93f6-a273cf1c1da2
footprint.my_carbon.no_air,548577e988f6632a72ceb08b,13.0735518956,1418033129.09,9b7dc902-76c1-3682-93f6-a273cf1c1da2
footprint.optimal,548577e988f6632a72ceb08c,12.6648377874,1418033129.09,9b7dc902-76c1-3682-93f6-a273cf1c1da2
footprint.optimal.no_air,548577e988f6632a72ceb08d,12.6648377874,1418033129.09,9b7dc902-76c1-3682-93f6-a273cf1c1da2
footprint.alldrive,548577e988f6632a72ceb08e,41.2169123679,1418033129.09,9b7dc902-76c1-3682-93f6-a273cf1c1da2
footprint.mean,548577e988f6632a72ceb08f,8.369154359,1418033129.09,9b7dc902-76c1-3682-93f6-a273cf1c1da2
footprint.mean.no_air,548577e988f6632a72ceb090,8.369154359,1418033129.09,9b7dc902-76c1-3682-93f6-a273cf1c1da2
footprint.my_carbon,548577f088f6632a72ceb091,32.8585630827,1418033136.15,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
footprint.my_carbon.no_air,548577f088f6632a72ceb092,32.8585630827,1418033136.15,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
footprint.optimal,548577f088f6632a72ceb093,10.4631274083,1418033136.15,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
footprint.optimal.no_air,548577f088f6632a72ceb094,10.4631274083,1418033136.15,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
footprint.alldrive,548577f088f6632a72ceb095,38.0117054071,1418033136.15,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
footprint.mean,548577f088f6632a72ceb096,8.369154359,1418033136.15,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
footprint.mean.no_air,548577f088f6632a72ceb097,8.369154359,1418033136.15,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
footprint.my_carbon,548577f788f6632a72ceb098,22.6315823493,1418033143.22,73cc85fc-31eb-3dbe-9711-1fdb361da886
footprint.my_carbon.no_air,548577f788f6632a72ceb099,22.6315823493,1418033143.22,73cc85fc-31eb-3dbe-9711-1fdb361da886
footprint.optimal,548577f788f6632a72ceb09a,7.34278931013,1418033143.22,73cc85fc-31eb-3dbe-9711-1fdb361da886
footprint.optimal.no_air,548577f788f6632a72ceb09b,7.34278931013,1418033143.22,73cc85fc-31eb-3dbe-9711-1fdb361da886
footprint.alldrive,548577f788f6632a72ceb09c,25.9709707893,1418033143.22,73cc85fc-31eb-3dbe-9711-1fdb361da886
footprint.mean,548577f788f6632a72ceb09d,8.369154359,1418033143.22,73cc85fc-31eb-3dbe-9711-1fdb361da886
footprint.mean.no_air,548577f788f6632a72ceb09e,8.369154359,1418033143.22,73cc85fc-31eb-3dbe-9711-1fdb361da886
game.score.pct_classified,548577fe88f6632a72ceb09f,1.0,1418033150.47,428ad63d-023d-3a67-80d9-2214f04f89c4
game.score.mine_minus_optimal,548577fe88f6632a72ceb0a0,2.12499357065,1418033150.47,428ad63d-023d-3a67-80d9-2214f04f89c4
game.score.all_drive_minus_mine,548577fe88f6632a72ceb0a1,0.461602236119,1418033150.47,428ad63d-023d-3a67-80d9-2214f04f89c4
game.score.sb375_daily_goal,548577fe88f6632a72ceb0a2,0.315208338431,1418033150.47,428ad63d-023d-3a67-80d9-2214f04f89c4
game.score,548577fe88f6632a72ceb0a3,329.00055811,1418033150.47,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.my_carbon,5485780588f6632a72ceb0a4,7.6198607831,1418033157.54,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.my_carbon.no_air,5485780588f6632a72ceb0a5,7.6198607831,1418033157.54,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.optimal,5485780588f6632a72ceb0a6,2.47873958981,1418033157.54,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.optimal.no_air,5485780588f6632a72ceb0a7,2.47873958981,1418033157.54,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.alldrive,5485780588f6632a72ceb0a8,13.8642349285,1418033157.54,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.mean,5485780588f6632a72ceb0a9,8.369154359,1418033157.54,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.mean.no_air,5485780588f6632a72ceb0aa,8.369154359,1418033157.54,428ad63d-023d-3a67-80d9-2214f04f89c4
footprint.my_carbon,5485780c88f6632a72ceb0ab,0.0,1418033164.64,f1b4e683-bb62-3c27-9af8-f80e9a0f61c8
footprint.my_carbon.no_air,5485780c88f6632a72ceb0ac,0.0,1418033164.64,f1b4e683-bb62-3c27-9af8-f80e9a0f61c8
footprint.optimal,5485780c88f6632a72ceb0ad,0.0,1418033164.64,f1b4e683-bb62-3c27-9af8-f80e9a0f61c8
footprint.optimal.no_air,5485780c88f6632a72ceb0ae,0.0,1418033164.64,f1b4e683-bb62-3c27-9af8-f80e9a0f61c8
footprint.alldrive,5485780c88f6632a72ceb0af,0.0,1418033164.64,f1b4e683-bb62-3c27-9af8-f80e9a0f61c8
footprint.mean,5485780c88f6632a72ceb0b0,8.369154359,1418033164.64,f1b4e683-bb62-3c27-9af8-f80e9a0f61c8
footprint.mean.no_air,5485780c88f6632a72ceb0b1,8.369154359,1418033164.64,f1b4e683-bb62-3c27-9af8-f80e9a0f61c8
footprint.my_carbon,5485781388f6632a72ceb0b2,0.0,1418033171.72,4bcd233c-3540-3816-a0f0-837936be073e
footprint.my_carbon.no_air,5485781388f6632a72ceb0b3,0.0,1418033171.72,4bcd233c-3540-3816-a0f0-837936be073e
footprint.optimal,5485781388f6632a72ceb0b4,0.0,1418033171.72,4bcd233c-3540-3816-a0f0-837936be073e
footprint.optimal.no_air,5485781388f6632a72ceb0b5,0.0,1418033171.72,4bcd233c-3540-3816-a0f0-837936be073e
footprint.alldrive,5485781388f6632a72ceb0b6,0.0,1418033171.72,4bcd233c-3540-3816-a0f0-837936be073e
footprint.mean,5485781388f6632a72ceb0b7,8.369154359,1418033171.72,4bcd233c-3540-3816-a0f0-837936be073e
footprint.mean.no_air,5485781388f6632a72ceb0b8,8.369154359,1418033171.72,4bcd233c-3540-3816-a0f0-837936be073e
footprint.my_carbon,5485781a88f6632a72ceb0b9,0.0,1418033178.93,52e1b890-9a2a-3f6e-9c1d-5b1a47ba7533
footprint.my_carbon.no_air,5485781a88f6632a72ceb0ba,0.0,1418033178.93,52e1b890-9a2a-3f6e-9c1d-5b1a47ba7533
footprint.optimal,5485781a88f6632a72ceb0bb,0.0,1418033178.93,52e1b890-9a2a-3f6e-9c1d-5b1a47ba7533
footprint.optimal.no_air,5485781a88f6632a72ceb0bc,0.0,1418033178.93,52e1b890-9a2a-3f6e-9c1d-5b1a47ba7533
footprint.alldrive,5485781a88f6632a72ceb0bd,0.0,1418033178.93,52e1b890-9a2a-3f6e-9c1d-5b1a47ba7533
footprint.mean,5485781a88f6632a72ceb0be,8.369154359,1418033178.93,52e1b890-9a2a-3f6e-9c1d-5b1a47ba7533
footprint.mean.no_air,5485781a88f6632a72ceb0bf,8.369154359,1418033178.93,52e1b890-9a2a-3f6e-9c1d-5b1a47ba7533
footprint.my_carbon,5486c82888f6636d8d671811,0.0,1418119208.88,7327a0b3-4959-31f5-86cb-ea0c59fd0c83
footprint.my_carbon.no_air,5486c82888f6636d8d671812,0.0,1418119208.88,7327a0b3-4959-31f5-86cb-ea0c59fd0c83
footprint.optimal,5486c82888f6636d8d671813,0.0,1418119208.88,7327a0b3-4959-31f5-86cb-ea0c59fd0c83
footprint.optimal.no_air,5486c82888f6636d8d671814,0.0,1418119208.88,7327a0b3-4959-31f5-86cb-ea0c59fd0c83
footprint.alldrive,5486c82888f6636d8d671815,0.0,1418119208.88,7327a0b3-4959-31f5-86cb-ea0c59fd0c83
footprint.mean,5486c82888f6636d8d671816,19.1889222023,1418119208.88,7327a0b3-4959-31f5-86cb-ea0c59fd0c83
footprint.mean.no_air,5486c82888f6636d8d671817,10.7773062918,1418119208.88,7327a0b3-4959-31f5-86cb-ea0c59fd0c83
footprint.my_carbon,5486c83088f6636d8d671818,0.0,1418119216.07,3c001bfa-8c2a-3077-8181-51c0d45f6540
footprint.my_carbon.no_air,5486c83088f6636d8d671819,0.0,1418119216.07,3c001bfa-8c2a-3077-8181-51c0d45f6540
footprint.optimal,5486c83088f6636d8d67181a,0.0,1418119216.07,3c001bfa-8c2a-3077-8181-51c0d45f6540
footprint.optimal.no_air,5486c83088f6636d8d67181b,0.0,1418119216.07,3c001bfa-8c2a-3077-8181-51c0d45f6540
footprint.alldrive,5486c83088f6636d8d67181c,0.0,1418119216.07,3c001bfa-8c2a-3077-8181-51c0d45f6540
footprint.mean,5486c83088f6636d8d67181d,19.1889222023,1418119216.07,3c001bfa-8c2a-3077-8181-51c0d45f6540
footprint.mean.no_air,5486c83088f6636d8d67181e,10.7773062918,1418119216.07,3c001bfa-8c2a-3077-8181-51c0d45f6540
game.score.pct_classified,5486c83788f6636d8d67181f,0,1418119223.42,951779de-a10c-3373-b186-c1c9b14b5e38
game.score.mine_minus_optimal,5486c83788f6636d8d671820,0,1418119223.42,951779de-a10c-3373-b186-c1c9b14b5e38
game.score.all_drive_minus_mine,5486c83788f6636d8d671821,0,1418119223.42,951779de-a10c-3373-b186-c1c9b14b5e38
game.score.sb375_daily_goal,5486c83788f6636d8d671822,1.0,1418119223.43,951779de-a10c-3373-b186-c1c9b14b5e38
game.score,5486c83788f6636d8d671823,131.0,1418119223.43,951779de-a10c-3373-b186-c1c9b14b5e38
footprint.my_carbon,5486c83e88f6636d8d671824,0.0,1418119230.64,e211dd91-423f-31ff-a1f8-89e5fdecc164
footprint.my_carbon.no_air,5486c83e88f6636d8d671825,0.0,1418119230.64,e211dd91-423f-31ff-a1f8-89e5fdecc164
footprint.optimal,5486c83e88f6636d8d671826,0.0,1418119230.64,e211dd91-423f-31ff-a1f8-89e5fdecc164
footprint.optimal.no_air,5486c83e88f6636d8d671827,0.0,1418119230.64,e211dd91-423f-31ff-a1f8-89e5fdecc164
footprint.alldrive,5486c83e88f6636d8d671828,0.0,1418119230.64,e211dd91-423f-31ff-a1f8-89e5fdecc164
footprint.mean,5486c83e88f6636d8d671829,19.1889222023,1418119230.64,e211dd91-423f-31ff-a1f8-89e5fdecc164
footprint.mean.no_air,5486c83e88f6636d8d67182a,10.7773062918,1418119230.64,e211dd91-423f-31ff-a1f8-89e5fdecc164
footprint.my_carbon,5486c84588f6636d8d67182b,0.0,1418119237.84,f8fee20c-0f32-359d-ba75-bce97a7ac83b
footprint.my_carbon.no_air,5486c84588f6636d8d67182c,0.0,1418119237.84,f8fee20c-0f32-359d-ba75-bce97a7ac83b
footprint.optimal,5486c84588f6636d8d67182d,0.0,1418119237.84,f8fee20c-0f32-359d-ba75-bce97a7ac83b
footprint.optimal.no_air,5486c84588f6636d8d67182e,0.0,1418119237.84,f8fee20c-0f32-359d-ba75-bce97a7ac83b
footprint.alldrive,5486c84588f6636d8d67182f,0.0,1418119237.84,f8fee20c-0f32-359d-ba75-bce97a7ac83b
footprint.mean,5486c84588f6636d8d671830,19.1889222023,1418119237.84,f8fee20c-0f32-359d-ba75-bce97a7ac83b
footprint.mean.no_air,5486c84588f6636d8d671831,10.7773062918,1418119237.84,f8fee20c-0f32-359d-ba75-bce97a7ac83b
footprint.my_carbon,5486c84d88f6636d8d671832,0.0,1418119245.01,8e230f78-6e37-3588-bf2c-6888a5b63c82
footprint.my_carbon.no_air,5486c84d88f6636d8d671833,0.0,1418119245.01,8e230f78-6e37-3588-bf2c-6888a5b63c82
footprint.optimal,5486c84d88f6636d8d671834,0.0,1418119245.01,8e230f78-6e37-3588-bf2c-6888a5b63c82
footprint.optimal.no_air,5486c84d88f6636d8d671835,0.0,1418119245.01,8e230f78-6e37-3588-bf2c-6888a5b63c82
footprint.alldrive,5486c84d88f6636d8d671836,0.0,1418119245.01,8e230f78-6e37-3588-bf2c-6888a5b63c82
footprint.mean,5486c84d88f6636d8d671837,19.1889222023,1418119245.01,8e230f78-6e37-3588-bf2c-6888a5b63c82
footprint.mean.no_air,5486c84d88f6636d8d671838,10.7773062918,1418119245.01,8e230f78-6e37-3588-bf2c-6888a5b63c82
footprint.my_carbon,5486c85488f6636d8d671839,0.0,1418119252.19,527e98f8-710d-3719-93f2-ab140d1439ba
footprint.my_carbon.no_air,5486c85488f6636d8d67183a,0.0,1418119252.19,527e98f8-710d-3719-93f2-ab140d1439ba
footprint.optimal,5486c85488f6636d8d67183b,0.0,1418119252.19,527e98f8-710d-3719-93f2-ab140d1439ba
footprint.optimal.no_air,5486c85488f6636d8d67183c,0.0,1418119252.19,527e98f8-710d-3719-93f2-ab140d1439ba
footprint.alldrive,5486c85488f6636d8d67183d,0.0,1418119252.19,527e98f8-710d-3719-93f2-ab140d1439ba
footprint.mean,5486c85488f6636d8d67183e,19.1889222023,1418119252.19,527e98f8-710d-3719-93f2-ab140d1439ba
footprint.mean.no_air,5486c85488f6636d8d67183f,10.7773062918,1418119252.19,527e98f8-710d-3719-93f2-ab140d1439ba
game.score.pct_classified,5486c85b88f6636d8d671840,1.0,1418119259.58,89e30222-b446-30ad-852c-b305ddafe70d
game.score.mine_minus_optimal,5486c85b88f6636d8d671841,2.02173913043,1418119259.58,89e30222-b446-30ad-852c-b305ddafe70d
game.score.all_drive_minus_mine,5486c85b88f6636d8d671842,0.0537275064267,1418119259.58,89e30222-b446-30ad-852c-b305ddafe70d
game.score.sb375_daily_goal,5486c85b88f6636d8d671843,0.223677823765,1418119259.58,89e30222-b446-30ad-852c-b305ddafe70d
game.score,5486c85b88f6636d8d671844,13.4138208218,1418119259.58,89e30222-b446-30ad-852c-b305ddafe70d
footprint.my_carbon,5486c86288f6636d8d671845,17.7412349285,1418119266.76,89e30222-b446-30ad-852c-b305ddafe70d
footprint.my_carbon.no_air,5486c86288f6636d8d671846,17.7412349285,1418119266.76,89e30222-b446-30ad-852c-b305ddafe70d
footprint.optimal,5486c86288f6636d8d671847,7.0194456184,1418119266.76,89e30222-b446-30ad-852c-b305ddafe70d
footprint.optimal.no_air,5486c86288f6636d8d671848,7.0194456184,1418119266.76,89e30222-b446-30ad-852c-b305ddafe70d
footprint.alldrive,5486c86288f6636d8d671849,30.9359229335,1418119266.76,89e30222-b446-30ad-852c-b305ddafe70d
footprint.mean,5486c86288f6636d8d67184a,19.1889222023,1418119266.76,89e30222-b446-30ad-852c-b305ddafe70d
footprint.mean.no_air,5486c86288f6636d8d67184b,10.7773062918,1418119266.76,89e30222-b446-30ad-852c-b305ddafe70d
footprint.my_carbon,5486c86988f6636d8d67184c,0.0,1418119273.94,993f14f0-79f0-33fa-bdbc-049b88056fbf
footprint.my_carbon.no_air,5486c86988f6636d8d67184d,0.0,1418119273.94,993f14f0-79f0-33fa-bdbc-049b88056fbf
footprint.optimal,5486c86988f6636d8d67184e,0.0,1418119273.94,993f14f0-79f0-33fa-bdbc-049b88056fbf
footprint.optimal.no_air,5486c86988f6636d8d67184f,0.0,1418119273.94,993f14f0-79f0-33fa-bdbc-049b88056fbf
footprint.alldrive,5486c86988f6636d8d671850,0.0,1418119273.94,993f14f0-79f0-33fa-bdbc-049b88056fbf
footprint.mean,5486c86988f6636d8d671851,19.1889222023,1418119273.94,993f14f0-79f0-33fa-bdbc-049b88056fbf
footprint.mean.no_air,5486c86988f6636d8d671852,10.7773062918,1418119273.94,993f14f0-79f0-33fa-bdbc-049b88056fbf
game.score.pct_classified,5486c87188f6636d8d671853,1.0,1418119281.3,f4254389-3592-3cd5-b206-462fb6eaa7b5
game.score.mine_minus_optimal,5486c87188f6636d8d671854,2.02173913043,1418119281.31,f4254389-3592-3cd5-b206-462fb6eaa7b5
game.score.all_drive_minus_mine,5486c87188f6636d8d671855,0.00572012390348,1418119281.31,f4254389-3592-3cd5-b206-462fb6eaa7b5
game.score.sb375_daily_goal,5486c87188f6636d8d671856,-3.60331000834,1418119281.31,f4254389-3592-3cd5-b206-462fb6eaa7b5
game.score,5486c87188f6636d8d671857,0,1418119281.31,f4254389-3592-3cd5-b206-462fb6eaa7b5
footprint.my_carbon,5486c87888f6636d8d671858,0.0,1418119288.49,01477d94-e0bb-3903-a428-338551801391
