stat,_id,reading,client_ts,user
tripManager.pctShown,5480de1f88f663649ac20d56,0.0,1417731615.23,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
POST /tripManager/getUnclassifiedSections,5480de1f88f663649ac20d57,0.237976074219,1417731615.28,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
POST /stats/set,5480de2088f663649ac20d68,0.0935800075531,1417731616.68,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
POST /tripManager/getUnclassifiedSections,5480de8b88f663649ac20d69,0.187862157822,1417731723.64,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
tripManager.pctShown,5480dedd88f663649ac20d6a,0.161654135338,1417731805.21,6a488797-5be1-38aa-9700-5532be978ff9
POST /tripManager/getUnclassifiedSections,5480dedd88f663649ac20d6b,0.459637880325,1417731805.48,6a488797-5be1-38aa-9700-5532be978ff9
POST /stats/set,5480dee088f663649ac20d71,0.0736730098724,1417731808.65,6a488797-5be1-38aa-9700-5532be978ff9
tripManager.pctShown,5480e22c88f663649ac20d72,1.0,1417732652.65,9b7dc902-76c1-3682-93f6-a273cf1c1da2
POST /tripManager/getUnclassifiedSections,5480e22c88f663649ac20d73,0.293352127075,1417732652.76,9b7dc902-76c1-3682-93f6-a273cf1c1da2
POST /stats/set,5480e22e88f663649ac20d79,0.0901999473572,1417732654.13,9b7dc902-76c1-3682-93f6-a273cf1c1da2
POST /tripManager/getUnclassifiedSections,5480e29588f663649ac20d7a,0.206591844559,1417732757.2,73cc85fc-31eb-3dbe-9711-1fdb361da886
POST /compare,5480e29f88f663649ac20d7b,0.0749340057373,1417732767.3,73cc85fc-31eb-3dbe-9711-1fdb361da886
tripManager.pctShown,5480e91788f663649ac20d7c,0.24,1417734423.64,f4254389-3592-3cd5-b206-462fb6eaa7b5
POST /tripManager/getUnclassifiedSections,5480e91788f663649ac20d7d,0.268192052841,1417734423.72,f4254389-3592-3cd5-b206-462fb6eaa7b5
POST /stats/set,5480e91888f663649ac20d83,0.133464097977,1417734424.89,f4254389-3592-3cd5-b206-462fb6eaa7b5
tripManager.pctShown,5480ea2088f663649ac20d84,1.0,1417734688.49,13d078f5-885c-34d2-b853-d908ea604a09
POST /tripManager/getUnclassifiedSections,5480ea2088f663649ac20d85,0.303501844406,1417734688.59,13d078f5-885c-34d2-b853-d908ea604a09
POST /stats/set,5480ea2188f663649ac20d8e,0.0728261470795,1417734689.8,13d078f5-885c-34d2-b853-d908ea604a09
tripManager.pctShown,5480ea5788f663649ac20d8f,0.118644067797,1417734743.97,8fea63f7-1f4a-382f-b710-118568652329
POST /tripManager/getUnclassifiedSections,5480ea5888f663649ac20d90,0.221581935883,1417734744.02,8fea63f7-1f4a-382f-b710-118568652329
POST /stats/set,5480ea5988f663649ac20d96,0.0777730941772,1417734745.35,8fea63f7-1f4a-382f-b710-118568652329
tripManager.pctShown,5480eaa688f663649ac20d97,0.197183098592,1417734822.83,e0509a4e-9842-3c73-8050-875b6383c097
POST /tripManager/getUnclassifiedSections,5480eaa688f663649ac20d98,0.291571140289,1417734822.92,e0509a4e-9842-3c73-8050-875b6383c097
POST /stats/set,5480eaa988f663649ac20d9e,0.07120013237,1417734825.18,e0509a4e-9842-3c73-8050-875b6383c097
tripManager.pctShown,5480eb3788f663649ac20d9f,1.0,1417734967.73,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
POST /tripManager/getUnclassifiedSections,5480eb3788f663649ac20da0,0.287956953049,1417734967.83,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
POST /stats/set,5480eb3888f663649ac20da9,0.0750930309296,1417734968.9,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
POST /compare,5480ece788f663649ac20daa,0.0803558826447,1417735399.61,13d078f5-885c-34d2-b853-d908ea604a09
GET /front/cfc.display.css,5480ece988f663649ac20dab,0.000420093536377,1417735401.62,
GET /front/nv.d3.css,5480ece988f663649ac20dac,0.000587940216064,1417735401.71,
GET /clients/choice/front/ionic.min.css,5480ece988f663649ac20dad,0.000662088394165,1417735401.8,
GET /front/nv.d3.min.js,5480ece988f663649ac20dae,0.000552177429199,1417735401.89,
GET /front/nv.d3.utils.js,5480ecea88f663649ac20daf,0.000833034515381,1417735402.05,
GET /clients/choice/front/ionic.bundle.js,5480ecea88f663649ac20db0,0.0016040802002,1417735402.05,
GET /front/cfc.display.js,5480ecea88f663649ac20db1,0.00084114074707,1417735402.06,
GET /front/cfc.compare.js,5480ecea88f663649ac20db2,0.000769138336182,1417735402.06,
GET /front/bullet.js,5480ecea88f663649ac20db3,0.000558137893677,1417735402.34,
GET /front/nv.d3.models.pieChart.js,5480ecea88f663649ac20db4,0.000548124313354,1417735402.41,
GET /clients/choice/front/ionicons.ttf,5480eceb88f663649ac20db5,0.000657081604004,1417735403.85,
GET /favicon.ico,5480ee5d88f663649ac20db6,0.000263929367065,1417735773.18,
GET /result/carbon/all/summary,5480ee5e88f663649ac20db7,1.52387309074,1417735774.61,
POST /tripManager/setSectionClassification,5480eebb88f663649ac20db8,0.110324144363,1417735867.26,428ad63d-023d-3a67-80d9-2214f04f89c4
POST /tripManager/getUnclassifiedSections,5480eebc88f663649ac20db9,0.183400154114,1417735868.53,428ad63d-023d-3a67-80d9-2214f04f89c4
POST /tripManager/getUnclassifiedSections,5480f0a788f663649ac20dba,0.192072868347,1417736359.67,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
tripManager.pctShown,5480f51f88f663649ac20dbb,0.0576441102757,1417737503.11,527e98f8-710d-3719-93f2-ab140d1439ba
POST /tripManager/getUnclassifiedSections,5480f51f88f663649ac20dbc,0.30797290802,1417737503.23,527e98f8-710d-3719-93f2-ab140d1439ba
POST /stats/set,5480f52288f663649ac20dc2,0.079934835434,1417737506.0,527e98f8-710d-3719-93f2-ab140d1439ba
POST /compare,5480f6c488f663649ac20dc3,0.0715360641479,1417737924.66,632e1abe-2105-305c-8664-b324d55b011e
GET /front/cfc.display.css,5480f6c488f663649ac20dc4,0.000458002090454,1417737924.89,
GET /front/cfc.compare.js,5480f6c488f663649ac20dc5,0.000572919845581,1417737924.98,
GET /front/nv.d3.css,5480f6c588f663649ac20dc6,0.000549077987671,1417737925.17,
GET /clients/choice/front/ionic.min.css,5480f6c588f663649ac20dc7,0.000455856323242,1417737925.26,
GET /front/nv.d3.min.js,5480f6c588f663649ac20dc8,0.000488996505737,1417737925.26,
GET /front/cfc.display.js,5480f6c588f663649ac20dc9,0.000558137893677,1417737925.35,
GET /front/bullet.js,5480f6c588f663649ac20dca,0.000480175018311,1417737925.35,
GET /front/nv.d3.models.pieChart.js,5480f6c588f663649ac20dcb,0.000596046447754,1417737925.44,
GET /clients/choice/front/ionic.bundle.js,5480f6c588f663649ac20dcc,0.00095796585083,1417737925.44,
GET /front/nv.d3.utils.js,5480f6c588f663649ac20dcd,0.000530004501343,1417737925.53,
GET /clients/choice/front/ionicons.ttf,5480f6cc88f663649ac20dce,0.000633001327515,1417737932.13,
POST /compare,5480f6cc88f663649ac20dcf,0.0710470676422,1417737932.99,632e1abe-2105-305c-8664-b324d55b011e
GET /front/cfc.display.css,5480f6cd88f663649ac20dd0,0.000416040420532,1417737933.13,
POST /tripManager/setSectionClassification,5480fa4688f66369b59242cc,0.367749929428,1417738822.35,cf851c5b-0a0c-37fc-9bca-64447b2c386b
tripManager.pctShown,5480fa4788f66369b59242cd,0,1417738823.71,cf851c5b-0a0c-37fc-9bca-64447b2c386b
POST /tripManager/getUnclassifiedSections,5480fa4788f66369b59242ce,0.240149021149,1417738823.77,cf851c5b-0a0c-37fc-9bca-64447b2c386b
POST /stats/set,5480fa4888f66369b59242e8,0.0964260101318,1417738824.65,cf851c5b-0a0c-37fc-9bca-64447b2c386b
POST /compare,5480fa4988f66369b59242e9,0.0773060321808,1417738825.98,632e1abe-2105-305c-8664-b324d55b011e
GET /front/cfc.display.css,5480fa4a88f66369b59242ea,0.000489950180054,1417738826.52,
tripManager.pctShown,5480fa8a88f66369b59242eb,0.0,1417738890.72,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
POST /tripManager/getUnclassifiedSections,5480fa8a88f66369b59242ec,0.243772029877,1417738890.78,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
POST /stats/set,5480fa8b88f66369b59242f5,0.0801661014557,1417738891.57,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
tripManager.pctShown,5480fae388f66369b59242f6,0.161048689139,1417738979.37,6a488797-5be1-38aa-9700-5532be978ff9
POST /tripManager/getUnclassifiedSections,5480fae388f66369b59242f7,0.461721897125,1417738979.64,6a488797-5be1-38aa-9700-5532be978ff9
POST /stats/set,5480fae688f66369b59242fd,0.073481798172,1417738982.54,6a488797-5be1-38aa-9700-5532be978ff9
tripManager.pctShown,5480fb2588f66369b59242fe,1.0,1417739045.53,89e30222-b446-30ad-852c-b305ddafe70d
POST /tripManager/getUnclassifiedSections,5480fb2588f66369b59242ff,0.241550922394,1417739045.59,89e30222-b446-30ad-852c-b305ddafe70d
POST /stats/set,5480fb2888f66369b592430b,0.0817561149597,1417739048.15,89e30222-b446-30ad-852c-b305ddafe70d
tripManager.pctShown,5481004f88f66369b592430c,1.0,1417740367.21,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
POST /tripManager/getUnclassifiedSections,5481004f88f66369b592430d,0.294359207153,1417740367.31,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
POST /stats/set,5481005088f66369b5924313,0.0852890014648,1417740368.35,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
tripManager.pctShown,5481039088f66369b5924314,0.0,1417741200.12,3a307244-ecf1-3e6e-a9a7-3aaf101b40fa
POST /tripManager/getUnclassifiedSections,5481039088f66369b5924315,0.246994972229,1417741200.18,3a307244-ecf1-3e6e-a9a7-3aaf101b40fa
tripManager.pctShown,5481046088f66369b5924316,1.0,1417741408.71,73cc85fc-31eb-3dbe-9711-1fdb361da886
POST /tripManager/getUnclassifiedSections,5481046088f66369b5924317,0.318505048752,1417741408.84,73cc85fc-31eb-3dbe-9711-1fdb361da886
POST /tripManager/setSectionClassification,5481065088f66369b5924318,0.292098045349,1417741904.53,f4254389-3592-3cd5-b206-462fb6eaa7b5
tripManager.pctShown,5481065188f66369b5924319,0.0952380952381,1417741905.52,f4254389-3592-3cd5-b206-462fb6eaa7b5
POST /tripManager/getUnclassifiedSections,5481065188f66369b592431a,0.281308174133,1417741905.62,f4254389-3592-3cd5-b206-462fb6eaa7b5
POST /stats/set,5481065288f66369b592432a,0.0894129276276,1417741906.81,f4254389-3592-3cd5-b206-462fb6eaa7b5
POST /tripManager/setSectionClassification,5481067f88f66369b592432b,0.132285833359,1417741951.67,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
tripManager.pctShown,5481068088f66369b592432c,1.0,1417741952.79,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
POST /tripManager/getUnclassifiedSections,5481068088f66369b592432d,0.280655860901,1417741952.89,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
POST /stats/set,5481068288f66369b5924336,0.0942471027374,1417741954.05,a7f206ff-fcaa-3d34-bf1b-91cd02340f94
POST /tripManager/setSectionClassification,54810a9888f66369b5924337,0.321003913879,1417743000.65,8fea63f7-1f4a-382f-b710-118568652329
tripManager.pctShown,54810a9988f66369b5924338,0.0,1417743001.65,8fea63f7-1f4a-382f-b710-118568652329
POST /tripManager/getUnclassifiedSections,54810a9988f66369b5924339,0.20498418808,1417743001.69,8fea63f7-1f4a-382f-b710-118568652329
POST /stats/set,54810a9a88f66369b5924355,0.0945580005646,1417743002.61,8fea63f7-1f4a-382f-b710-118568652329
tripManager.pctShown,54810adb88f66369b5924356,1.0,1417743067.64,428ad63d-023d-3a67-80d9-2214f04f89c4
POST /tripManager/getUnclassifiedSections,54810adb88f66369b5924357,0.326222896576,1417743067.77,428ad63d-023d-3a67-80d9-2214f04f89c4
POST /stats/set,54810add88f66369b5924365,0.078155040741,1417743069.01,428ad63d-023d-3a67-80d9-2214f04f89c4
tripManager.pctShown,54810cf988f66369b5924366,1.0,1417743609.02,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
POST /tripManager/getUnclassifiedSections,54810cf988f66369b5924367,0.294084072113,1417743609.12,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
POST /stats/set,54810cfc88f66369b5924373,0.0988609790802,1417743612.53,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
GET /,54810e4288f66369b5924374,0.000790119171143,1417743938.27,
GET /front/nv.d3.css,54810e4288f66369b5924375,0.000564098358154,1417743938.53,
GET /front/nv.d3.models.pieChart.js,54810e4388f66369b5924376,0.000545024871826,1417743939.01,
GET /front/nv.d3.utils.js,54810e4388f66369b5924377,0.000525951385498,1417743939.1,
GET /front/nv.d3.min.js,54810e4388f66369b5924378,0.000358819961548,1417743939.19,
GET /front/cfc.display.js,54810e4388f66369b5924379,0.000386953353882,1417743939.28,
tripManager.pctShown,54810eb488f66369b592437a,0.0,1417744052.52,993f14f0-79f0-33fa-bdbc-049b88056fbf
POST /tripManager/getUnclassifiedSections,54810eb488f66369b592437b,0.245087146759,1417744052.57,993f14f0-79f0-33fa-bdbc-049b88056fbf
POST /stats/set,54810eb688f66369b5924381,0.0717241764069,1417744054.75,993f14f0-79f0-33fa-bdbc-049b88056fbf
POST /compare,54810fae88f66369b5924382,0.0762891769409,1417744302.56,9a9883f4-bde7-3ce5-beec-e1d6b8bf8f56
GET /front/nv.d3.css,54810faf88f66369b5924383,0.000627994537354,1417744303.83,
GET /front/cfc.display.css,54810faf88f66369b5924384,0.000457048416138,1417744303.92,
GET /clients/choice/front/ionic.min.css,54810fb088f66369b5924385,0.000516891479492,1417744304.01,
GET /front/cfc.display.js,54810fb088f66369b5924386,0.000341176986694,1417744304.1,
GET /front/nv.d3.min.js,54810fb088f66369b5924387,0.00037693977356,1417744304.19,
GET /front/bullet.js,54810fb088f66369b5924388,0.000356912612915,1417744304.25,
GET /front/nv.d3.models.pieChart.js,54810fb088f66369b5924389,0.000336885452271,1417744304.26,
GET /front/cfc.compare.js,54810fb088f66369b592438a,0.000316143035889,1417744304.27,
GET /front/nv.d3.utils.js,54810fb088f66369b592438b,0.000335931777954,1417744304.28,
GET /clients/choice/front/ionic.bundle.js,54810fb088f66369b592438c,0.000404834747314,1417744304.29,
GET /clients/choice/front/ionicons.ttf,54810fb188f66369b592438d,0.000659942626953,1417744305.18,
POST /compare,5481103088f66369b592438e,0.068382024765,1417744432.99,73cc85fc-31eb-3dbe-9711-1fdb361da886
POST /tripManager/setSectionClassification,5481103188f66369b592438f,0.222894906998,1417744433.04,73cc85fc-31eb-3dbe-9711-1fdb361da886
GET /front/cfc.display.css,5481103188f66369b5924390,0.000447034835815,1417744433.44,
GET /front/nv.d3.min.js,5481103188f66369b5924391,0.000608205795288,1417744433.88,
GET /front/nv.d3.css,5481103188f66369b5924392,0.00100302696228,1417744433.97,
GET /front/bullet.js,5481103188f66369b5924393,0.00120401382446,1417744433.97,
GET /front/nv.d3.utils.js,5481103288f66369b5924394,0.00058913230896,1417744434.06,
GET /clients/choice/front/ionic.min.css,5481103288f66369b5924395,0.00107192993164,1417744434.07,
GET /clients/choice/front/ionic.bundle.js,5481103288f66369b5924396,0.00104284286499,1417744434.07,
GET /front/nv.d3.models.pieChart.js,5481103288f66369b5924397,0.000565052032471,1417744434.16,
GET /front/cfc.display.js,5481103288f66369b5924398,0.000566005706787,1417744434.25,
GET /front/cfc.compare.js,5481103888f66369b5924399,0.000555992126465,1417744440.89,
GET /clients/choice/front/ionicons.ttf,5481103988f66369b592439a,0.000616788864136,1417744441.47,
GET /favicon.ico,548110c088f66369b592439b,0.000339031219482,1417744576.06,
GET /result/carbon/all/summary,548110c188f66369b592439c,1.52817296982,1417744577.2,
POST /tripManager/setSectionClassification,5481127c88f66369b592439d,0.207643985748,1417745020.38,b0d937d0-70ef-305e-9563-440369012b39
tripManager.pctShown,5481127d88f66369b592439e,0.0555555555556,1417745021.19,b0d937d0-70ef-305e-9563-440369012b39
POST /tripManager/getUnclassifiedSections,5481127d88f66369b592439f,0.24503493309,1417745021.25,b0d937d0-70ef-305e-9563-440369012b39
POST /stats/set,5481128188f66369b59243ba,0.0914030075073,1417745025.29,b0d937d0-70ef-305e-9563-440369012b39
tripManager.pctShown,5481131a88f66369b59243bb,0.0573566084788,1417745178.32,527e98f8-710d-3719-93f2-ab140d1439ba
POST /tripManager/getUnclassifiedSections,5481131a88f66369b59243bc,0.327706098557,1417745178.44,527e98f8-710d-3719-93f2-ab140d1439ba
POST /stats/set,5481131c88f66369b59243c2,0.0695159435272,1417745180.99,527e98f8-710d-3719-93f2-ab140d1439ba
POST /compare,5481150088f66369b59243c3,0.0701031684875,1417745664.31,73cc85fc-31eb-3dbe-9711-1fdb361da886
GET /front/cfc.display.css,5481150088f66369b59243c4,0.000258207321167,1417745664.52,
POST /compare,548115d288f66369b59243c5,0.0709509849548,1417745874.14,73cc85fc-31eb-3dbe-9711-1fdb361da886
GET /front/cfc.display.css,548115d288f66369b59243c6,0.000410079956055,1417745874.49,
tripManager.pctShown,548115f188f66369b59243c7,1.0,1417745905.12,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
POST /tripManager/getUnclassifiedSections,548115f188f66369b59243c8,0.248941898346,1417745905.18,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
POST /stats/set,548115f288f66369b59243ce,0.0847630500793,1417745906.27,38bf9c74-a05e-3d12-8dd2-384d5fda11cf
tripManager.pctShown,5481174488f66369b59243cf,1.0,1417746244.86,89e30222-b446-30ad-852c-b305ddafe70d
POST /tripManager/getUnclassifiedSections,5481174488f66369b59243d0,0.260141134262,1417746244.92,89e30222-b446-30ad-852c-b305ddafe70d
POST /stats/set,5481174688f66369b59243d6,0.0673441886902,1417746246.04,89e30222-b446-30ad-852c-b305ddafe70d
tripManager.pctShown,54811c8e88f66369b59243d7,1.0,1417747598.86,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
POST /tripManager/getUnclassifiedSections,54811c8e88f66369b59243d8,0.244321107864,1417747598.92,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
POST /stats/set,54811c8f88f66369b59243de,0.0687429904938,1417747599.98,51d91915-19d5-3cdf-ab5c-53bc75b99ab7
tripManager.pctShown,54811d2c88f66369b59243df,1.0,1417747756.83,cf851c5b-0a0c-37fc-9bca-64447b2c386b
POST /tripManager/getUnclassifiedSections,54811d2c88f66369b59243e0,0.251748085022,1417747756.89,cf851c5b-0a0c-37fc-9bca-64447b2c386b
POST /stats/set,54811d2e88f66369b59243e6,0.0694029331207,1417747758.27,cf851c5b-0a0c-37fc-9bca-64447b2c386b
tripManager.pctShown,548122a388f66369b59243e7,0.197183098592,1417749155.37,e0509a4e-9842-3c73-8050-875b6383c097
